source_id,raison_sociale,pays_declare_brut,pays_declare_normalise,numero_tva_brut,numero_tva_nettoye,structure_reason,human_review_reason
2962,Meridian Industries NV,PL,PL,PL870679096,PL870679096,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2966,Global Materials Oy,FI,FI,FI793780727,FI793780727,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2972,Textil Distribution BV,BE,BE,1805072010,1805072010,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2974,Textil Technologies A/S,FR,FR,72706728634,72706728634,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2978,Metallo Technologies SA,SE,SE,N/A,NA,numero_tva_absent,Numero TVA absent
2979,Ardent Logistics Lda,SE,SE,951527278001,951527278001,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2992,Lusitania Industries SA,SE,SE,SE623305221K01,SE623305221K01,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2998,Hanse Materials Oy,FR,FR,FR207616930206,FR207616930206,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3001,Meridian Technologies BV,DK,DK,DK4989701,DK4989701,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3003,Cobalt Transports SA,PL,PL,1151018694,1151018694,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3006,Textil Foods BV,QQ,QQ,QQ851350215B93,QQ851350215B93,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3009,Alpine Foods SARL,DK,DK,38811916,38811916,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3014,Lumen Consulting SAS,UK,UK,UK89976817315,UK89976817315,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
3017,Vertex Services SAS,PL,PL,PL758746772,PL758746772,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3022,Lusitania Trading SAS,FR,FR,FR823757212460,FR823757212460,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3026,Granit Foods SA,ZZ,ZZ,ZZ636552918,ZZ636552918,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3028,Baltic Technologies Sp. z o.o.,QQ,QQ,QQ5210064291,QQ5210064291,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3038,Lumen Foods SAS,PL,PL,PL67737770473,PL67737770473,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3048,Nord Distribution BV,BE,BE,0174275445,0174275445,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3050,Granit Services A/S,SE,SE,905476782801,905476782801,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3058,Fabrica Services BV,PL,PL,5271893805,5271893805,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3064,Hanse Logistics SAS,PL,PL,5183033115,5183033115,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3070,Solaris Logistics GmbH,PL,PL,8832446265,8832446265,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3073,Vertex Trading SpA,FI,FI,FI3599314,FI3599314,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3075,Vertex Logistics GmbH,ZZ,ZZ,ZZ0436079435,ZZ0436079435,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3078,Batavia Materials Sp. z o.o.,IT,IT,IT7376927899,IT7376927899,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3080,Lusitania Technologies Lda,PL,PL,7134404185,7134404185,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3089,Orion Distribution BV,QQ,QQ,QQ40278153685,QQ40278153685,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3090,Granit Services AB,FR,FR,FR872670233716,FR872670233716,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3093,Corvus Materials A/S,FR,FR,FR6657O710355,FR6657O710355,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3096,Kappa Consulting BV,SE,SE, ,,numero_tva_absent,Numero TVA absent
3097,Lusitania Distribution NV,FR,FR,FR263001806028,FR263001806028,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3098,Kappa Materials Lda,QQ,QQ,QQ55309779,QQ55309779,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3102,Baltic Trading SARL,SE,SE,881368309401,881368309401,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3117,Granit Services Oy,IT,IT,IT2941083710,IT2941083710,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3121,Verso Transports GmbH,ZZ,ZZ,ZZ048092526B87,ZZ048092526B87,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3126,Fabrica Logistics SA,NL,NL,NL7821006J2B96,NL7821006J2B96,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3128,Orion Industries GmbH,PT,PT,PT2468924204,PT2468924204,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3133,Meridian Trading BV,FI,FI,FI0784814,FI0784814,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3134,Meridian Foods SpA,NL,NL,NL3775432M4B43,NL3775432M4B43,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3135,Meridian Services Sp. z o.o.,XX,XX,XX6176985068,XX6176985068,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3137,Prima Distribution SAS,IT,IT,IT33283M87775,IT33283M87775,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3147,Baltic Technologies Lda,XX,XX,XX24636500618,XX24636500618,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3149,Vertex Consulting Oy,DK,DK,96688725,96688725,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3151,Vela Industries Sp. z o.o.,FR,FR,75680871830,75680871830,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3161,Metallo Transports Lda,NL,NL,N/A,NA,numero_tva_absent,Numero TVA absent
3163,Cobalt Industries Sp. z o.o.,GB,GB,GB94213015487,GB94213015487,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
3167,Textil Services NV,IT,IT,IT0269453H885,IT0269453H885,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3174,Delta Consulting SpA,LU,LU,-,,numero_tva_absent,Numero TVA absent
3180,Cobalt Distribution A/S,BE,BE,BE1551G38952,BE1551G38952,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3183,Ardent Technologies SAS,GB,GB,GB6744503353,GB6744503353,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
3187,Solaris Services NV,IT,IT, ,,numero_tva_absent,Numero TVA absent
3197,Ardent Technologies NV,PL,PL,3679756105,3679756105,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3200,Baltic Industries SAS,PL,PL,PL13415831732,PL13415831732,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3205,Orion Distribution Oy,BE,BE,,,numero_tva_absent,Numero TVA absent
3209,Baltic Transports SA,IT,IT,N/A,NA,numero_tva_absent,Numero TVA absent
3213,Solaris Foods A/S,FR,FR,FR247193201887,FR247193201887,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3216,Batavia Consulting Sp. z o.o.,DK,DK,DK71554O01,DK71554O01,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3220,Alpine Logistics SAS,DK,DK,DK6040877,DK6040877,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3224,Atlantic Foods Sp. z o.o.,BE,BE,BEM190573149,BEM190573149,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3234,Global Industries Oy,IT,IT,IT855040237566,IT855040237566,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3237,Nord Materials BV,QQ,QQ,QQ378627660,QQ378627660,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3246,Prima Foods Sp. z o.o.,FR,FR,FR0653150558,FR0653150558,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3254,Papyrus Transports SA,GB,GB,GB31550304,GB31550304,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
3259,Metallo Consulting NV,DK,DK,DK2412140,DK2412140,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3261,Azur Technologies SA,UK,UK,uk227979060,UK227979060,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
3269,Prima Technologies A/S,FI,FI,FI66M95437,FI66M95437,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3276,Prima Consulting SAS,PT,PT,PT86058H880,PT86058H880,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3279,Meridian Materials Lda,FI,FI,FI3285314J,FI3285314J,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3281,Azur Distribution Oy,BE,BE,,,numero_tva_absent,Numero TVA absent
3285,Azur Consulting GmbH,XX,XX,XX0112941949,XX0112941949,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3288,Vertex Industries A/S,BE,BE,BE14995971358,BE14995971358,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3289,Kappa Services NV,LU,LU,LUO7947768,LUO7947768,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3291,Orion Technologies BV,DK,DK,98671021,98671021,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3304,Batavia Industries SARL,LU,LU,LU692939741,LU692939741,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3317,Baltic Foods NV,SE,SE,SE38671143690,SE38671143690,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3318,Fabrica Transports SARL,PL,PL,N/A,NA,numero_tva_absent,Numero TVA absent
3319,Granit Transports SARL,XX,XX,XX6652806040,XX6652806040,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3325,Delta Consulting SARL,FI,FI,FI552J4936,FI552J4936,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3328,Metallo Technologies SARL,QQ,QQ,QQ0410931491,QQ0410931491,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3329,Textil Distribution Sp. z o.o.,PL,PL,PL3O66527278,PL3O66527278,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3330,Solaris Industries SAS,PL,PL,PLJ871014168,PLJ871014168,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3334,Fabrica Distribution Lda,QQ,QQ,QQ571076609B42,QQ571076609B42,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3335,Batavia Materials SAS,ZZ,ZZ,ZZ77190033,ZZ77190033,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3337,Delta Transports NV,FI,FI,FI127332H4,FI127332H4,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3338,Granit Technologies GmbH,GB,GB,GB893247154,GB893247154,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
3340,Vela Industries Oy,PT,PT,PT2006508J0,PT2006508J0,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3343,Delta Services Sp. z o.o.,GB,GB,GB318432833B86,GB318432833B86,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
3347,Papyrus Materials SARL,FR,FR,,,numero_tva_absent,Numero TVA absent
3349,Solaris Logistics SpA,DK,DK,37476250,37476250,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3350,Ardent Materials A/S,ZZ,ZZ,ZZ491940580B81,ZZ491940580B81,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3359,Atlantic Consulting Oy,FI,FI,FI2771727,FI2771727,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3361,Cobalt Services Sp. z o.o.,BE,BE,BE018591712,BE018591712,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3362,Baltic Logistics Oy,FR,FR, ,,numero_tva_absent,Numero TVA absent
3363,Ardent Consulting Oy,DK,DK,,,numero_tva_absent,Numero TVA absent
3367,Cobalt Trading Lda,DK,DK,DK220419832,DK220419832,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3369,Fabrica Transports BV,IT,IT,IT2569711081,IT2569711081,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3378,Textil Consulting SARL,PT,PT,282326243,282326243,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3381,Alpine Trading SA,IT,IT,IT290586195698,IT290586195698,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3382,Cobalt Consulting Oy,DK,DK,DK065622727,DK065622727,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3390,Atlantic Distribution Sp. z o.o.,BE,BE,,,numero_tva_absent,Numero TVA absent
3395,Solaris Services AB,GB,GB,GB816814499901,GB816814499901,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
3400,Lusitania Industries SA,IT,IT,25109377132,25109377132,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3402,Cobalt Services NV,PT,PT,PT3421635588,PT3421635588,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3404,Metallo Trading Lda,QQ,QQ,QQ154340319801,QQ154340319801,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3411,Vertex Technologies SA,LU,LU,LUM4268920,LUM4268920,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3413,Lusitania Services SAS,GB,GB,GB57697763113,GB57697763113,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
3414,Delta Technologies A/S,FR,FR,FR5062410182,FR5062410182,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3415,Vela Materials SAS,UK,UK,uk26062918,UK26062918,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
3418,Global Materials SARL,UK,UK,UK79901571,UK79901571,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
3422,Solaris Materials SA,SE,SE,-,,numero_tva_absent,Numero TVA absent
3425,Alpine Materials NV,BE,BE,BE1M76517102,BE1M76517102,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3427,Orion Consulting Sp. z o.o.,FR,FR,79738023132,79738023132,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3428,Solaris Industries SpA,UK,UK,UK885077008,UK885077008,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
3438,Vela Technologies Sp. z o.o.,FR,FR,FR7027800111,FR7027800111,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3443,Azur Industries Sp. z o.o.,BE,BE,BE11911130825,BE11911130825,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3446,Textil Services A/S,BE,BE,1941680672,1941680672,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3450,Lumen Industries A/S,SE,SE,SE41122J307701,SE41122J307701,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3452,Fabrica Materials Lda,BE,BE,BE121650946,BE121650946,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3453,Meridian Industries SAS,PL,PL,1879571013,1879571013,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3456,Corvus Materials AB,SE,SE,SE1572851010016,SE1572851010016,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3457,Batavia Logistics NV,NL,NL,NL794835752BH6,NL794835752BH6,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3458,Delta Industries SA,SE,SE,SE1944018496011,SE1944018496011,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3460,Metallo Materials NV,SE,SE,433700921301,433700921301,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3461,Kappa Trading SAS,FI,FI,FI207177117,FI207177117,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3463,Lumen Consulting BV,DK,DK,42011061,42011061,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3465,Atlantic Trading Sp. z o.o.,NL,NL,370158271B83,370158271B83,format_invalide,Numero nettoye non conforme au format attendu pour le pays
3466,Atlantic Foods SARL,XX,XX,XX4444987363,XX4444987363,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
3467,Solaris Technologies BV,FI,FI,47061660,47061660,format_invalide,Numero nettoye non conforme au format attendu pour le pays
